district,title,community,floor,year,bedroom,living_room,area,price,unit_price
雨花,三地铁口清水毛坯两房 户型周正 近万家丽 业主急售,金地格林公馆,低楼层,2017,2,1,78.99,85,10761
雨花,2016 年次新小区， 环境优美， 人车分流， 户型周正,芒果雅苑,中楼层,2014,3,2,112.5,125,11112
雨花,丽发周正拎包入住精装两房，满五唯一，诚心出售,丽发新城,低楼层,,2,1,81.16,66.8,8231
雨花,阳光城凌云府 次新小区 精装三房 拎包入住,阳光城尚东湾凌云府,高楼层,,3,2,113.0,153,13540
雨花,次新楼盘 毛坯大四房 人车分流 楼下枫树山,中航城,中楼层,,4,2,160.69,160,9958
雨花,业主诚心出售，带独立花园院子和地下室，学可正常读,旭辉国际广场,低楼层,2016,3,2,140.31,380,27083
雨花,万科品牌物业，正地铁口 小区环境好，配套成熟,万科金域华府,低楼层,2013,3,2,89.68,128.8,14363
雨花,次新小区 南北通透四房 前后无遮挡 毛坯,阳光城愉景苑,高楼层,,4,2,146.94,149,10141
雨花,2/4双地铁、满五唯一。配套成熟，拎包入住,星城映象,高楼层,2010,2,1,81.98,86,10491
雨花,涂家冲正地铁口 第二医院旁 交通方便 得房率高,金盆公寓,高楼层,,3,2,123.17,97,7876
雨花,正规一室一厅一厨一卫鸿铭枫树shan可用,天润花园,低楼层,2010,1,1,45.39,34,7491
雨花,一梯两户南北通透 全新装修 小高层 四房,中航城,低楼层,2015,4,2,129.92,156,12008
雨花,地铁口 拎包入住 户型周正 视野开阔 公摊小,湘府十城,低楼层,2014,3,2,97.81,104,10633
雨花,明昇壹城一期小高层 小三房中高楼层,明昇壹城,中楼层,,3,2,95.28,149.8,15723
雨花,此房户型周正，品字型，枫树山，拎包入住，无暗房。,湘农桥社区二区,低楼层,1999,2,1,68.04,82.8,12170
雨花,帝王楼层Haohua装修防水全部做好房东诚心出售随时看房,长沙恒大城,高楼层,,4,2,150.26,131,8719
雨花,上海城二期居家大三房，户型端正，小区环境优美,上海城,低楼层,2009,3,2,138.73,142,10236
雨花,中天瑞景北区 3室2厅 南 北,中天瑞景北区,低楼层,,3,2,146.9,138,9395
雨花,武广商圈次新小区清水毛坯3房出售,半山壹号,高楼层,2017,3,1,140.06,188,13423
雨花,红星省府商圈，居家三房，业主诚心出售,康斯丹郡,中楼层,2012,3,2,93.61,96.8,10341
雨花,交通便利上学便利小区环境好清水毛坯户型好,明昇壹城,低楼层,,3,2,96.09,147,15299
雨花,两梯四户 带花园 有燃气的一房,佳天瑞宁花园,低楼层,2008,1,1,52.82,60,11360
雨花,碧桂园南城五房毛坯大平层南北tongtou视野采光无遮挡,碧桂园南城首府,中楼层,2018,5,2,265.13,238,8977
雨花,精装修，拎包入住，砂子塘，奥园誉景华府，毛竹塘5号,奥园·誉景华府,中楼层,,3,2,110.0,110,10000
雨花,次新 拎包入住 门口上学 商场 3房,博长山水香颐,高楼层,2014,3,1,89.06,85.8,9634
雨花,金昌花园 3室1厅 南,金昌花园,中楼层,,3,1,111.35,85,7634
雨花,满五唯一可省个税，中高楼层视野杆杆滴，自住装修三房,长房半岛蓝湾一期,中楼层,,3,2,88.16,98,11117
雨花,武广新城地铁4号线明昇壹城次新品质小区50绿化宜居家,明昇壹城,中楼层,2019,3,2,108.19,185,17100
雨花,次新小区 南城印象 业主诚心急售 随时看房,南城印象,低楼层,,3,2,89.96,94.5,10505
雨花,带桂花树 长郡 雅礼 地铁口 菜市场在门口,晓园宿舍,中楼层,,2,2,65.53,49.5,7554
雨花,楼层好，视野开阔，独立厨房卫生间，天然气入户,自由.com,低楼层,2006,1,1,41.62,26,6247
雨花,明昇壹城次新小区高铁会展新城南北通透双阳台大三房,明昇壹城,高楼层,2018,3,2,129.51,230,17760
雨花,阳光城蜜桃苑，精装三房大横厅，读书近,阳光城蜜桃园,中楼层,2020,3,2,108.57,132,12159
雨花,德思勤旁正规一室一厅 户型周正 不靠马路,英泰汇景豪庭,低楼层,2016,1,1,49.65,57,11481
雨花,领包入住，安静宜居，环境优美，汽车南站,世纪桃花苑之苹果印象,低楼层,,2,1,90.63,66.5,7338
雨花,雨花亭烟厂单位房 户型正 采光通风好,白沙家园嘉城,高楼层,2006,2,2,86.17,52,6035
雨花,3号地铁口300m 城南郡 2+1户型 精装修 中间楼层,城南郡,中楼层,2006,3,1,103.0,109,10583
雨花,圭塘河大三房户型周正 视野开阔采光好 精装修拎包入住,山水熙园,中楼层,,3,2,129.4,119.8,9259
雨花,正汽车南站地铁口 自住三房 次新小区中间楼层,红星嘉和苑,高楼层,,3,2,88.96,98,11017
雨花,满五唯一，使实用面积大，近7号线地铁口，次新小区,才子嘉都三期,中楼层,2017,3,2,72.61,66.8,9200
雨花,满五唯一，使实用面积大，近7号线地铁口，次新小区,才子嘉都三期,中楼层,2017,3,2,72.61,68,9366
雨花,花园式高档小区近湘雅附二电梯大四房,鸿景雅苑,低楼层,2008,4,2,161.47,218,13501
雨花,此房满五，户型周正，有车位，视野开阔，拎包即住,运达中央广场,低楼层,2013,2,2,102.0,227,22255
雨花,丽发新城三期 低价2房 随时看房 诚心出售,丽发新城三期,高楼层,,2,2,84.1,65,7729
雨花,房东自住装修 精装大四房 目前诚心出售 随时看房,万家城,中楼层,2013,4,2,147.68,168,11376
雨花,16年次新小区 视野开阔 住家精装 采光好,南城印象,中楼层,2016,3,1,89.22,98.2,11007
雨花,满五唯一 楼层视野采光好 交通方便 ，诚心出售.,乐尚城,低楼层,2014,3,2,101.23,145,14324
雨花,省植物园天然氧吧 新中式风格 典雅大方,植物原著,高楼层,2017,3,2,126.77,183,14436
雨花,愉景苑，一线看浏阳河河景房，河景尽收眼底,阳光城愉景苑,中楼层,,4,2,148.67,168.8,11355
雨花,电梯两房 地铁4号线赤岗岭 诚心出售,丽星景园,低楼层,2006,2,1,79.35,79,9956
雨花,万科天阔里中间层 **未占用 精装交付人车分流,万科魅力之城,中楼层,,3,2,102.51,136,13267
雨花,纯毛坯 视野好 东边户 中间楼层 满五唯一,蓝光幸福满庭,中楼层,2016,3,2,84.62,108,12763
雨花,精装三房带入户花园 业主自住装修 诚心出售,城南故事,中楼层,2011,3,2,118.02,116,9829
雨花,绿地新都会次新小区，满五唯一，业主诚心出售,绿地新都会,低楼层,2018,3,2,102.97,84,8158
雨花,雨花区配套泰禹 优质三房两卫 满五唯一,合能枫丹丽舍,低楼层,2018,3,2,100.14,120,11984
雨花,四房户型，毛坯装修，中间楼层，南北对流,融科三万英尺,低楼层,2006,4,2,156.1,268,17169
雨花,高桥北地铁口，纯毛坯3房，满五唯一，看房有钥匙,金地格林公馆,高楼层,2017,3,1,92.05,115,12494
雨花,正地铁口，带天燃气，户型周正，双地铁线，出行便利,欧亚达国际广场,高楼层,,2,2,70.43,77.98,11072
雨花,新上房源 装修很好 满五唯一 地铁口 正规2房,欧亚达国际广场,高楼层,,2,1,46.05,48,10424
雨花,靠浏阳河 万科物业次新小区人车分流中间位置边户,阳光城愉景苑,低楼层,2020,4,2,147.0,159,10817
雨花,业主诚心出售 中间楼层 看房方便,华达家园,中楼层,2002,4,2,143.47,89.8,6260
雨花,半山壹号，居家两房，清水毛胚，好楼层,半山壹号,中楼层,,2,1,88.86,116,13055
雨花,此房满五唯一 楼层好正地铁口50米 视野开阔 户型周正,双水湾,低楼层,2011,3,2,89.8,108,12027
雨花,树木岭毛坯三居 从未入住过 保利物业 自带砂子塘,保利大都汇,低楼层,2020,3,2,89.06,121.8,13677
雨花,碧桂园 环境优美 毛坯小三室 枫树山雅礼近在咫尺,碧桂园南城首府,低楼层,2014,3,2,88.97,80,8992
雨花,配套齐全，朝南户型，光线无遮挡，万科物业，绿化好,万科魅力之城,低楼层,,3,2,102.75,150,14599
雨花,雨花区政府 精装大三房 地铁口 楼层好 交通便利,合能枫丹丽舍,高楼层,2018,3,2,100.69,105,10429
雨花,"整个万科小区中间位置，安静不吵,",万科魅力之城,中楼层,,3,2,114.2,160,14011
雨花,小高层 一梯一户 环境优美 满五唯一 砂子塘 雅礼毓秀,碧桂园南城首府,中楼层,2018,4,2,142.97,155,10842
雨花,楼层好，采光视野家 品质楼盘居住舒适次,芒果雅苑,中楼层,2014,1,1,36.83,36.8,9992
雨花,业主价格好谈，视野好，小区环境好，刚需好选择,城南故事,高楼层,2011,3,1,89.27,82,9186
雨花,国土局单位房，公摊小，得房率高，楼层很好。,星雨心苑,中楼层,2009,2,1,90.36,94,10403
雨花,独梯独户，户型周正，得房率高，急售急售,至雅小玲佳园,低楼层,,3,2,139.06,102,7335
雨花,急售急售次新小区，网签满四年可以直接交易，随时看房,阳光城愉景苑,低楼层,,3,2,116.74,118,10108
雨花,树木岭原始毛坯 次新小区 保利物业 户型方正带双阳台,保利大都汇,中楼层,2020,3,2,108.21,150,13862
雨花,万科物业 三房两卫户型周正 万科品质 砂子塘 南雅,万科魅力之城,低楼层,,3,2,97.58,123,12606
雨花,次新小区，业主居家装修，装修9.9成新,中航城,高楼层,,3,2,97.79,120,12272
雨花,中建嘉和城自住三居室，品牌家电家具 满五唯一,中建嘉和城,中楼层,,3,2,96.2,123,12786
雨花,中航城四期K区，雅礼一路之隔，精装修，中间楼层,中航城,中楼层,,3,2,97.79,108,11045
雨花,双面采光好，边户，精装清爽，满五年，家电齐全,万科魅力之城,中楼层,,1,1,50.24,47,9356
雨花,融科紫檀正地铁口品质小区，装修保养较好,融科紫檀,中楼层,,4,2,178.37,268,15025
雨花,中航城四期，精装修，中间楼层，东边户无抵押，枫树山,中航城,中楼层,,3,2,97.79,108,11045
雨花,一线河景，次新小区，出门就是浏阳河,阳光城愉景苑,低楼层,,4,2,180.93,190,10502
雨花,次新小区 清水毛坯 满五唯一，红本在手，密码钥匙,合能枫丹丽舍,高楼层,2018,3,2,100.46,119.8,11926
雨花,雨花亭，朝南带燃气，配套齐全，交通便利,融科三万英尺,中楼层,2006,1,1,48.04,45,9368
雨花,此房成交较快，欢迎大家多多带看,新城新世界一期,低楼层,2013,3,2,128.21,144.6,11279
雨花,近3号线桂花公园站 人车分流小区 全朝南户型,佳天瑞宁花园,中楼层,2008,2,1,85.56,95,11104
雨花,万科陶然里精装四房 中间楼栋 视野好 产证在手无抵押,万科魅力之城,高楼层,2016,4,2,126.16,192,15219
雨花,井湾子次新小区精装两房拎包入住,中建木莲工社,低楼层,2012,2,1,68.0,68,10000
雨花,万博汇 店长力推 业主小孩已经读长郡双语那边，有车位,万博汇名邸一期,中楼层,2010,3,2,120.98,255,21078
雨花,丽发新城 经典户型 四房两厅两卫 清水毛坯,丽发新城三期,低楼层,,4,2,130.82,110,8409
雨花,此房装修保养较好 业主自住 随时签约过户,香樟兰亭,中楼层,2014,2,1,72.18,91,12608
雨花,交通便利，户型周正，业主诚心卖,五江天街,高楼层,,1,1,33.67,23.5,6980
雨花,地铁口 单价九千多 业主诚心出售 中间楼层电梯房,美林景园,中楼层,2005,4,2,153.78,139.5,9072
雨花,自住装修，19年次新新小区唯一绿化达到42.8,阳光城愉景苑,中楼层,2016,3,2,102.29,130,12709
雨花,地铁口 毛竹塘 精致3房 恒大 花园小区 拎包入住,长沙恒大城,高楼层,,3,2,91.81,91,9912
雨花,中建苹果公寓 1室0厅 北,中建苹果公寓,高楼层,2018,1,0,37.28,52.5,14083
雨花,浏阳河一线景观视野毛坯大四房户型周正,阳光城尚东湾凌云府,低楼层,,4,2,167.04,169.5,10148
雨花,韶山路 长岭 市妇幼 长塘里 小高层电梯房,华盛花园,中楼层,,3,2,108.41,139.8,12896
雨花,长沙大道地铁口，近好润佳，运达商圈,万家城,高楼层,2013,3,2,124.22,128.3,10329
雨花,此房满五唯一 40万+的精装 拎包入住 地铁口 随时看房,上河国际花园C区,中楼层,2005,3,2,121.46,160,13174
雨花,中间楼层123.88㎡三房二卫，南北通透，满五唯一！,万科魅力之城,中楼层,2014,3,2,123.88,152,12270
雨花,房子南北对流 户型周正 格局舒服,新城新世界四期柏樾,低楼层,,3,2,109.58,148,13507
雨花,德思勤商圈 交通便利 配套齐全 精装小两房,德思勤城市广场,高楼层,2015,1,1,54.15,49,9049
雨花,东塘电信 近地铁 小区环境好 低楼层 适合买给老人住,电信小区,低楼层,2001,2,2,78.69,72,9150
雨花,价格好谈满五唯一诚心出售看房提前预约,中建信和城,低楼层,2015,3,2,87.7,138,15736
雨花,德思勤事视野很好的电梯两房，装修好，适合居家渎书！,新盛珑璟台,高楼层,2011,2,2,85.94,83,9658
雨花,德思勤商圈 建行单位 阔气大四房 砂子塘+稻田,湘府名邸,低楼层,2008,4,2,168.14,128,7613
雨花,2019年底交房锋镜里，万科安静的独立小区，满五唯一,万科魅力之城,低楼层,,3,2,97.47,138,14159
雨花,楼层光线都很好，自住精装修三房,英郡年华,中楼层,2012,3,2,97.1,105,10814
雨花,康斯丹郡业主诚心出售，纯毛坯，产权清晰,康斯丹郡,高楼层,2012,4,2,132.19,110,8322
雨花,满五唯一 大两房 品字型户型 价格实惠,中意花苑,高楼层,1997,2,2,84.88,41.5,4890
雨花,三十多万装修 南北双阳台 业主自住拎包入住 三地铁口,金地格林公馆,中楼层,,3,2,116.54,160,13730
雨花,中航城 L 区满四年 次新小区 人车分流 大四房 小高层,中航城,高楼层,,4,2,130.07,130,9995
雨花,家门口的地铁站 小高层电梯房 植物园板块,长沙恒大城,低楼层,,3,2,110.35,115,10422
雨花,才子嘉都三期 清水毛坯 中间楼层 采光好,才子嘉都三期,低楼层,,3,2,84.28,88,10442
雨花,急售 雨花亭 砂小稻田旁 红军单位房 低楼层 满五唯一,长沙市老干部休养所,中楼层,,3,2,103.72,95,9160
雨花,才子嘉都三期 3室2厅 东南,才子嘉都三期,低楼层,,3,2,84.28,88,10442
雨花,阳光城凌云府，正规三房，双卫毛坯。,阳光城尚东湾凌云府,低楼层,,3,2,113.39,125,11024
雨花,清水毛坯。双阳台。大四房。采光好,才子嘉都三期,中楼层,,4,2,151.32,179.8,11883
雨花,沙湾公园圭塘河溪悦荟喜盈门五江天街,金石雅苑,中楼层,,3,2,115.25,147,12755
雨花,无抵押房，业主诚意出售，交通便利的六都大三房！！！,第六都,低楼层,2014,3,2,126.69,210,16576
雨花,雅塘新城，户型周正，小区环境优美，诚心出售,汇城上筑,低楼层,2010,3,1,138.76,128,9225
雨花,左家塘 地铁口 书香门第 正规三房 鸟语花香,书香名邸,低楼层,2006,3,2,133.27,130,9755
雨花,满五唯一，价格可控，全新装修，带车位，带入户大花园,建发中央悦府,中楼层,2017,4,2,142.01,258,18168
雨花,阳光城愉景苑 4室2厅 南,阳光城愉景苑,中楼层,2016,4,2,147.44,150,10174
雨花,业主诚心出售 清水毛坯 户型周正 随时可看房,阳光城尚东湾青云苑,高楼层,2017,3,2,116.26,123,10580
雨花,满五唯一、溪悦荟公园泰禹五江天街,新星小区,高楼层,2002,2,2,84.3,70,8304
雨花,4号地铁 树木岭3房 精装提包入住 采光好,尊邸华庭,高楼层,2012,3,2,88.66,99,11167
雨花,国企开发商 吾悦广场旁 地铁口 次新小区 居家舒适度高,长房东旭国际,低楼层,2020,3,2,108.21,158,14602
雨花,德思勤 次新小区 精装三房 中间楼层 领包住 满五唯一,南城印象,低楼层,2014,3,2,91.51,110,12021
雨花,高铁南站旁次新小区长房东旭5房出售,长房东旭国际,低楼层,,5,2,191.78,288,15018
雨花,次新小区长塘里新华都一中双就在家门口,阳光城蜜桃园,高楼层,2021,3,2,91.23,108,11839
雨花,丽发新城二期 毛坯三房 诚心出售 价格可谈,丽发新城,高楼层,2013,3,2,114.52,98,8558
雨花,此房已经满五，产权清晰 户型周正南北通透,融城花苑,高楼层,2003,2,2,83.5,56,6707
雨花,诚心出售 价格好谈 随时可签 装修不到3年,保利大都汇,中楼层,,4,2,118.0,166,14068
雨花,看房方便 自住装修 房东诚心出售,曙光领峰,低楼层,2012,2,2,91.74,83,9048
雨花,树木岭地铁口清水毛坯大五房 户型周正,保利大都汇,低楼层,2019,5,2,144.5,206,14257
雨花,3号线地铁口 正规1房1厅1厨1卫 有天然气 带阳台婚房,书香名邸,高楼层,2006,1,1,45.76,44.5,9725
雨花,不满三年次新小区，配套成熟，看房十分方便,阳光城愉景苑,中楼层,,3,2,101.94,104,10203
雨花,德思勤旁，交通便利，配套成熟，坐拥红星商圈,红星农博住宅小区,中楼层,,3,2,125.98,85,6748
